parishname,countyname,lganame,regionname,CDI,postcode,Date
SOUTHEND,CUMBERLAND,WOLLONGONG,SOUTH EAST,0,2516,30/9/18
WOONONA,CAMDEN,WOLLONGONG,SOUTH EAST,0,2517,30/9/18
WOONONA,CAMDEN,WOLLONGONG,SOUTH EAST,0,2518,30/9/18
WOONONA,CAMDEN,WOLLONGONG,SOUTH EAST,0,2519,30/9/18
WOLLONGONG,CAMDEN,WOLLONGONG,SOUTH EAST,0,2519,30/9/18
WOONONA,CAMDEN,WOLLONGONG,SOUTH EAST,0,2522,30/9/18
WOLLONGONG,CAMDEN,WOLLONGONG,SOUTH EAST,0,2522,30/9/18
KEMBLA,CAMDEN,WOLLONGONG,SOUTH EAST,0,2525,30/9/18
WOLLONGONG,CAMDEN,WOLLONGONG,SOUTH EAST,0,2525,30/9/18
KEMBLA,CAMDEN,WOLLONGONG,SOUTH EAST,0,2526,30/9/18
CALDERWOOD,CAMDEN,WOLLONGONG,SOUTH EAST,0,2526,30/9/18
WONGAWILLI,CAMDEN,WOLLONGONG,SOUTH EAST,0,2526,30/9/18
CORDEAUX,CAMDEN,WOLLONGONG,SOUTH EAST,0,2526,30/9/18
WOLLONGONG,CAMDEN,WOLLONGONG,SOUTH EAST,0,2526,30/9/18
CALDERWOOD,CAMDEN,WOLLONGONG,SOUTH EAST,0,2527,30/9/18
WALLAYA,CAMDEN,KIAMA,SOUTH EAST,0,2527,30/9/18
WOLLONGONG,CAMDEN,WOLLONGONG,SOUTH EAST,0,2527,30/9/18
WOLLONGONG,CAMDEN,WOLLONGONG,SOUTH EAST,0,2528,30/9/18
KIAMA,CAMDEN,KIAMA,SOUTH EAST,1,2529,30/9/18
WOLLONGONG,CAMDEN,WOLLONGONG,SOUTH EAST,0,2529,30/9/18
KEMBLA,CAMDEN,WOLLONGONG,SOUTH EAST,0,2530,30/9/18
CALDERWOOD,CAMDEN,WOLLONGONG,SOUTH EAST,0,2530,30/9/18
WONGAWILLI,CAMDEN,WOLLONGONG,SOUTH EAST,0,2530,30/9/18
WOLLONGONG,CAMDEN,WOLLONGONG,SOUTH EAST,0,2530,30/9/18
KIAMA,CAMDEN,KIAMA,SOUTH EAST,1,2533,30/9/18
BROUGHTON,CAMDEN,KIAMA,SOUTH EAST,0,2533,30/9/18
WALLAYA,CAMDEN,KIAMA,SOUTH EAST,0,2533,30/9/18
KIAMA,CAMDEN,KIAMA,SOUTH EAST,1,2534,30/9/18
COOLANGATTA,CAMDEN,SHOALHAVEN,SOUTH EAST,0,2534,30/9/18
BROUGHTON,CAMDEN,KIAMA,SOUTH EAST,0,2534,30/9/18
WALLAYA,CAMDEN,KIAMA,SOUTH EAST,0,2534,30/9/18
KIAMA,CAMDEN,KIAMA,SOUTH EAST,1,2535,30/9/18
COOLANGATTA,CAMDEN,SHOALHAVEN,SOUTH EAST,0,2535,30/9/18
BROUGHTON,CAMDEN,KIAMA,SOUTH EAST,0,2535,30/9/18
BUNBERRA,CAMDEN,SHOALHAVEN,SOUTH EAST,0,2535,30/9/18
CAMBEWARRA,CAMDEN,SHOALHAVEN,SOUTH EAST,0,2535,30/9/18
NUMBAA,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2535,30/9/18
WALLAYA,CAMDEN,KIAMA,SOUTH EAST,0,2535,30/9/18
MURRENGENBURG,ST VINCENT,EUROBODALLA,SOUTH EAST,1,2536,30/9/18
CURROWAN,ST VINCENT,EUROBODALLA,SOUTH EAST,1,2536,30/9/18
BATEMAN,ST VINCENT,EUROBODALLA,SOUTH EAST,2,2536,30/9/18
GOBA,ST VINCENT,EUROBODALLA,SOUTH EAST,2,2536,30/9/18
ALBERT,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2536,30/9/18
BUCKENBOWRA,ST VINCENT,EUROBODALLA,SOUTH EAST,2,2536,30/9/18
CLYDE,ST VINCENT,EUROBODALLA,SOUTH EAST,1,2536,30/9/18
KIOLOA,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2536,30/9/18
MILO,ST VINCENT,EUROBODALLA,SOUTH EAST,2,2536,30/9/18
TOMAGA,ST VINCENT,EUROBODALLA,SOUTH EAST,2,2536,30/9/18
MOGENDOURA,ST VINCENT,EUROBODALLA,SOUTH EAST,2,2536,30/9/18
MULLENDAREE,ST VINCENT,EUROBODALLA,SOUTH EAST,2,2536,30/9/18
BENANDARAH,ST VINCENT,EUROBODALLA,SOUTH EAST,2,2536,30/9/18
BOLARO,ST VINCENT,EUROBODALLA,SOUTH EAST,2,2536,30/9/18
MOGOOD,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2536,30/9/18
WEST NELLIGEN,ST VINCENT,EUROBODALLA,SOUTH EAST,2,2536,30/9/18
CURROCK,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2536,30/9/18
EAST NELLIGEN,ST VINCENT,EUROBODALLA,SOUTH EAST,2,2536,30/9/18
BODALLA,DAMPIER,EUROBODALLA,SOUTH EAST,2,2537,30/9/18
BUMBO WEST,DAMPIER,EUROBODALLA,SOUTH EAST,2,2537,30/9/18
BATEMAN,ST VINCENT,EUROBODALLA,SOUTH EAST,2,2537,30/9/18
BUMBO,DAMPIER,EUROBODALLA,SOUTH EAST,2,2537,30/9/18
BERGALIA,DAMPIER,EUROBODALLA,SOUTH EAST,2,2537,30/9/18
BUCKENBOWRA,ST VINCENT,EUROBODALLA,SOUTH EAST,2,2537,30/9/18
MILO,ST VINCENT,EUROBODALLA,SOUTH EAST,2,2537,30/9/18
BROULEE,ST VINCENT,EUROBODALLA,SOUTH EAST,5,2537,30/9/18
CONGO,DAMPIER,EUROBODALLA,SOUTH EAST,2,2537,30/9/18
DONOVAN,DAMPIER,EUROBODALLA,SOUTH EAST,2,2537,30/9/18
TOMAGA,ST VINCENT,EUROBODALLA,SOUTH EAST,2,2537,30/9/18
DEUA,DAMPIER,EUROBODALLA,SOUTH EAST,2,2537,30/9/18
MOGENDOURA,ST VINCENT,EUROBODALLA,SOUTH EAST,2,2537,30/9/18
MULLENDAREE,ST VINCENT,EUROBODALLA,SOUTH EAST,2,2537,30/9/18
BURRA,DAMPIER,EUROBODALLA,SOUTH EAST,2,2537,30/9/18
MERRICUMBENE,DAMPIER,EUROBODALLA,SOUTH EAST,2,2537,30/9/18
BOLARO,ST VINCENT,EUROBODALLA,SOUTH EAST,2,2537,30/9/18
JILLAGA,DAMPIER,EUROBODALLA,SOUTH EAST,2,2537,30/9/18
COONDELLA,DAMPIER,EUROBODALLA,SOUTH EAST,2,2537,30/9/18
CURMULEE,DAMPIER,EUROBODALLA,SOUTH EAST,2,2537,30/9/18
MORUYA,DAMPIER,EUROBODALLA,SOUTH EAST,2,2537,30/9/18
URANBENE,DAMPIER,EUROBODALLA,SOUTH EAST,2,2537,30/9/18
GULPH,DAMPIER,EUROBODALLA,SOUTH EAST,2,2537,30/9/18
WAMBAN,DAMPIER,EUROBODALLA,SOUTH EAST,2,2537,30/9/18
WOODBURN,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2538,30/9/18
CURROWAN,ST VINCENT,EUROBODALLA,SOUTH EAST,1,2538,30/9/18
CONJOLA,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2538,30/9/18
TERMEIL,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2538,30/9/18
ULLADULLA,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2538,30/9/18
ALBERT,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2538,30/9/18
CLYDE,ST VINCENT,EUROBODALLA,SOUTH EAST,1,2538,30/9/18
CROOBYAR,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2538,30/9/18
LITTLE FOREST,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2538,30/9/18
ENDRICK,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2538,30/9/18
BOYNE,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2538,30/9/18
MOGOOD,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2538,30/9/18
YADBORO,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2538,30/9/18
CURROCK,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2538,30/9/18
MURRENGENBURG,ST VINCENT,EUROBODALLA,SOUTH EAST,1,2539,30/9/18
WOODBURN,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2539,30/9/18
CONJOLA,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2539,30/9/18
TERMEIL,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2539,30/9/18
ULLADULLA,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2539,30/9/18
ALBERT,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2539,30/9/18
KIOLOA,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2539,30/9/18
BURRILL,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2539,30/9/18
CROOBYAR,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2539,30/9/18
LITTLE FOREST,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2539,30/9/18
ENDRICK,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2539,30/9/18
BOYNE,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2539,30/9/18
TIANJARA,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2539,30/9/18
MOGOOD,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2539,30/9/18
YADBORO,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2539,30/9/18
CUDMIRRAH,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2539,30/9/18
CURROCK,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2539,30/9/18
BUGONG,CAMDEN,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
BEECROFT,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
FARNHAM,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
COOLANGATTA,CAMDEN,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
CONJOLA,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2540,30/9/18
YERRIYONG,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
CURRAMBENE,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
BUNBERRA,CAMDEN,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
TOMERONG,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
CAMBEWARRA,CAMDEN,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
BUANGLA,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
BOOLIJAH,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
SASSAFRAS,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
LITTLE FOREST,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
DANJERA,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
WOLLUMBOOLA,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
MOOLLATTOO,CAMDEN,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
TIANJARA,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
ETTREMA,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
CUDMIRRAH,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
NOWRA,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
TALLOWAL,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
BURRAWANG,CAMDEN,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
JERRAWANGALA,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
QUIERA,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
ILLAROO,CAMDEN,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
WANDRAWANDIAN,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
NUMBAA,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
ST GEORGE,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
BHERWERRE,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
YALWAL,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2540,30/9/18
BUNBERRA,CAMDEN,SHOALHAVEN,SOUTH EAST,0,2541,30/9/18
NOWRA,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2541,30/9/18
ILLAROO,CAMDEN,SHOALHAVEN,SOUTH EAST,0,2541,30/9/18
NUMBAA,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2541,30/9/18
WADBILLIGA WEST,DAMPIER,BEGA VALLEY,SOUTH EAST,2,2545,30/9/18
BODALLA,DAMPIER,EUROBODALLA,SOUTH EAST,2,2545,30/9/18
BUMBO WEST,DAMPIER,EUROBODALLA,SOUTH EAST,2,2545,30/9/18
EUROBODALLA,DAMPIER,EUROBODALLA,SOUTH EAST,2,2545,30/9/18
BUMBO,DAMPIER,EUROBODALLA,SOUTH EAST,2,2545,30/9/18
BERGALIA,DAMPIER,EUROBODALLA,SOUTH EAST,2,2545,30/9/18
CONGO,DAMPIER,EUROBODALLA,SOUTH EAST,2,2545,30/9/18
BADJA,DAMPIER,EUROBODALLA,SOUTH EAST,1,2545,30/9/18
BELOWRA,DAMPIER,EUROBODALLA,SOUTH EAST,2,2545,30/9/18
NERRIGUNDAH,DAMPIER,EUROBODALLA,SOUTH EAST,2,2545,30/9/18
CADGEE,DAMPIER,EUROBODALLA,SOUTH EAST,2,2545,30/9/18
JILLAGA,DAMPIER,EUROBODALLA,SOUTH EAST,2,2545,30/9/18
URANBENE,DAMPIER,EUROBODALLA,SOUTH EAST,2,2545,30/9/18
WADBILLIGA,DAMPIER,EUROBODALLA,SOUTH EAST,2,2545,30/9/18
GULPH,DAMPIER,EUROBODALLA,SOUTH EAST,2,2545,30/9/18
WAGONGA,DAMPIER,EUROBODALLA,SOUTH EAST,2,2545,30/9/18
WANDELLA,DAMPIER,BEGA VALLEY,SOUTH EAST,2,2546,30/9/18
WADBILLIGA WEST,DAMPIER,BEGA VALLEY,SOUTH EAST,2,2546,30/9/18
BODALLA,DAMPIER,EUROBODALLA,SOUTH EAST,2,2546,30/9/18
EUROBODALLA,DAMPIER,EUROBODALLA,SOUTH EAST,2,2546,30/9/18
MURRAH,DAMPIER,BEGA VALLEY,SOUTH EAST,2,2546,30/9/18
NAROOMA,DAMPIER,EUROBODALLA,SOUTH EAST,2,2546,30/9/18
CADJANGARRY,DAMPIER,BEGA VALLEY,SOUTH EAST,2,2546,30/9/18
BADJA,DAMPIER,EUROBODALLA,SOUTH EAST,1,2546,30/9/18
YOWRIE,DAMPIER,BEGA VALLEY,SOUTH EAST,2,2546,30/9/18
BELOWRA,DAMPIER,EUROBODALLA,SOUTH EAST,2,2546,30/9/18
NARIRA,DAMPIER,BEGA VALLEY,SOUTH EAST,2,2546,30/9/18
CADGEE,DAMPIER,EUROBODALLA,SOUTH EAST,2,2546,30/9/18
KOKOBOREEKA,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2546,30/9/18
WAPENGO,DAMPIER,BEGA VALLEY,SOUTH EAST,2,2546,30/9/18
WADBILLIGA,DAMPIER,EUROBODALLA,SOUTH EAST,2,2546,30/9/18
BERMAGUI,DAMPIER,BEGA VALLEY,SOUTH EAST,2,2546,30/9/18
WAGONGA,DAMPIER,EUROBODALLA,SOUTH EAST,2,2546,30/9/18
KAMERUKA,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2548,30/9/18
WOLUMLA,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2548,30/9/18
COBRA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2548,30/9/18
PAMBULA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2548,30/9/18
WALLAGOOT,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2548,30/9/18
BOURNDA,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2548,30/9/18
WYNDHAM,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2549,30/9/18
YOWAKA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2549,30/9/18
BIMMIL,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2549,30/9/18
COBRA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2549,30/9/18
GNUPA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2549,30/9/18
BOYD,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2549,30/9/18
EDEN,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2549,30/9/18
PAMBULA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2549,30/9/18
BOURNDA,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2549,30/9/18
COLOMBO,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
KAMERUKA,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
NULLICA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2550,30/9/18
WANDELLA,DAMPIER,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
KANOONAH,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
MUMBULLA,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
NALBAUGH,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
BEMBOKA,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
BUCKLE,AUCKLAND,BEGA VALLEY,SOUTH EAST,0,2550,30/9/18
EUROBODALLA,DAMPIER,EUROBODALLA,SOUTH EAST,2,2550,30/9/18
BREDBENDOURA,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
WYNDHAM,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
MURRAH,DAMPIER,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
WERRI BERRI,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
OORANOOK,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
CANDELO,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
WOLUMLA,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
CADJANGARRY,DAMPIER,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
BROGO,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
BRONTE,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
COBRA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2550,30/9/18
YOWRIE,DAMPIER,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
BELOWRA,DAMPIER,EUROBODALLA,SOUTH EAST,2,2550,30/9/18
BURRAGATE,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2550,30/9/18
GOOYAN,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2550,30/9/18
PERICOE,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2550,30/9/18
YURAMMIE,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
NARIRA,DAMPIER,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
WAALIMMA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2550,30/9/18
GNUPA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2550,30/9/18
MOOKERWAH,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
MURRABRINE,DAMPIER,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
NUMBUGGA,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
TOWAMBA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2550,30/9/18
PUEN BUEN,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
CADGEE,DAMPIER,EUROBODALLA,SOUTH EAST,2,2550,30/9/18
BEGA,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
KOKOBOREEKA,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
MOKOREEKA,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
STURT,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2550,30/9/18
BOYD,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2550,30/9/18
WAPENGO,DAMPIER,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
PAMBULA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2550,30/9/18
YUGLAMAH,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
WADBILLIGA,DAMPIER,EUROBODALLA,SOUTH EAST,2,2550,30/9/18
MERINGO,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
WALLAGOOT,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
MOGILA,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
BERMAGUI,DAMPIER,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
BOURNDA,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
MATAGANAH,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2550,30/9/18
TANTAWANGALO,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
COOLANGUBRA,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
NUNGATTA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2550,30/9/18
YAMBULLA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2550,30/9/18
TANJA,DAMPIER,BEGA VALLEY,SOUTH EAST,2,2550,30/9/18
IMLAY,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2550,30/9/18
GENOA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2550,30/9/18
NULLICA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2551,30/9/18
WONBOYN,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2551,30/9/18
NALBAUGH,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2551,30/9/18
BUCKLE,AUCKLAND,BEGA VALLEY,SOUTH EAST,0,2551,30/9/18
WYNDHAM,AUCKLAND,BEGA VALLEY,SOUTH EAST,2,2551,30/9/18
YOWAKA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2551,30/9/18
BIMMIL,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2551,30/9/18
KIAH,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2551,30/9/18
WALLAGARAUGH,AUCKLAND,BEGA VALLEY,SOUTH EAST,0,2551,30/9/18
BURRAGATE,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2551,30/9/18
GOOYAN,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2551,30/9/18
WAALIMMA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2551,30/9/18
GNUPA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2551,30/9/18
TOWAMBA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2551,30/9/18
STURT,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2551,30/9/18
BOYD,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2551,30/9/18
EDEN,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2551,30/9/18
VICTORIA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2551,30/9/18
PAMBULA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2551,30/9/18
HOWE,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2551,30/9/18
NUNGATTA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2551,30/9/18
YAMBULLA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2551,30/9/18
IMLAY,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2551,30/9/18
NARRABARBA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2551,30/9/18
GENOA,AUCKLAND,BEGA VALLEY,SOUTH EAST,1,2551,30/9/18
WOONONA,CAMDEN,WOLLONGONG,SOUTH EAST,0,2560,30/9/18
SOUTHEND,CUMBERLAND,WOLLONGONG,SOUTH EAST,0,2560,30/9/18
CORDEAUX,CAMDEN,WOLLONGONG,SOUTH EAST,0,2560,30/9/18
KEMBLA,CAMDEN,WOLLONGONG,SOUTH EAST,0,2574,30/9/18
CALDERWOOD,CAMDEN,WOLLONGONG,SOUTH EAST,0,2574,30/9/18
WONGAWILLI,CAMDEN,WOLLONGONG,SOUTH EAST,0,2574,30/9/18
WONGAWILLI,CAMDEN,WOLLONGONG,SOUTH EAST,0,2576,30/9/18
BUGONG,CAMDEN,SHOALHAVEN,SOUTH EAST,0,2577,30/9/18
KIAMA,CAMDEN,KIAMA,SOUTH EAST,1,2577,30/9/18
BROUGHTON,CAMDEN,KIAMA,SOUTH EAST,0,2577,30/9/18
BUNBERRA,CAMDEN,SHOALHAVEN,SOUTH EAST,0,2577,30/9/18
CAMBEWARRA,CAMDEN,SHOALHAVEN,SOUTH EAST,0,2577,30/9/18
CALDERWOOD,CAMDEN,WOLLONGONG,SOUTH EAST,0,2577,30/9/18
BUANGLA,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2577,30/9/18
MOOLLATTOO,CAMDEN,SHOALHAVEN,SOUTH EAST,0,2577,30/9/18
WONGAWILLI,CAMDEN,WOLLONGONG,SOUTH EAST,0,2577,30/9/18
BURRAWANG,CAMDEN,SHOALHAVEN,SOUTH EAST,0,2577,30/9/18
ILLAROO,CAMDEN,SHOALHAVEN,SOUTH EAST,0,2577,30/9/18
WALLAYA,CAMDEN,KIAMA,SOUTH EAST,0,2577,30/9/18
BORIMBADAL,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2579,30/9/18
MOOLLATTOO,CAMDEN,SHOALHAVEN,SOUTH EAST,0,2579,30/9/18
TALLOWAL,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2579,30/9/18
YALWAL,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2579,30/9/18
BULEE,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2580,30/9/18
COOLUMBURRA,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2580,30/9/18
BORIMBADAL,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2580,30/9/18
TOUGA,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2580,30/9/18
MURRENGENBURG,ST VINCENT,EUROBODALLA,SOUTH EAST,1,2622,30/9/18
BULEE,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2622,30/9/18
COOLUMBURRA,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2622,30/9/18
BOOLIJAH,ST VINCENT,SHOALHAVEN,SOUTH EAST,0,2622,30/9/18
BUCKENBOWRA,ST VINCENT,EUROBODALLA,SOUTH EAST,2,2622,30/9/18
MILO,ST VINCENT,EUROBODALLA,SOUTH EAST,2,2622,30/9/18
BURRILL,ST VINCENT,SHOALHAVEN,SOUTH EAST,1,2622,30/9/18
BADJA,DAMPIER,EUROBODALLA,SOUTH EAST,1,2622,30/9/18
DONOVAN,DAMPIER,EUROBODALLA,SOUTH EAST,2,2622,30/9/18
